406691,1,23,7
406722,1,35,7
406985,1,30,1
40704,1,30,7
407264,1,53,8
407320,0,60,7
407419,0,57,8
407507,1,60,6
407575,0,48,8
407659,1,32,7
407845,1,34,7
407948,0,37,9
407978,0,28,6
408273,0,21,8
408483,1,36,7
40856,0,38,7
408639,1,23,5
40874,1,18,4
408765,1,32,5
40903,1,22,8
409038,0,37,6
409216,1,46,6
409250,1,44,6
409314,1,43,7
409325,1,38,7
409404,0,29,6
409630,1,36,4
409643,1,18,6
409662,0,25,7
409677,1,23,7
409813,1,28,4
409875,0,29,7
409891,1,45,7
409970,0,48,7
410069,0,24,9
410359,0,28,8
410452,1,47,7
410734,1,26,4
410740,1,32,4
41097,0,28,6
411121,0,21,8
411270,1,29,9
411278,1,42,7
411420,0,19,6
411485,1,22,7
411753,1,22,1
411879,1,30,6
411881,1,27,6
4119,0,35,6
411903,0,21,6
411931,0,43,6
411954,1,44,7
412055,1,27,9
412166,1,28,2
412207,1,27,6
412461,1,37,7
412501,1,36,6
412559,0,24,8
412581,1,25,8
412741,0,49,8
412802,1,45,6
412850,1,49,7
41304,1,25,6
41310,1,38,6
41316,1,35,2
413503,1,38,7
413602,0,24,5
413745,0,40,8
413869,0,35,7
414218,1,21,6
414975,0,32,7
415035,1,18,1
415103,0,52,7
415223,1,30,9
415337,1,31,6
415390,0,68,3
41540,0,28,1
415520,1,37,7
415572,0,32,6
415614,1,29,4
415672,0,37,6
415683,0,18,5
415713,0,37,6
415739,0,31,1
415846,1,33,3
415936,1,39,5
41616,1,20,7
41632,1,33,6
416398,1,27,4
416661,1,19,6
416667,1,18,1
416740,0,28,7
416837,0,39,9
416961,1,22,6
417255,1,26,4
417528,1,29,6
417596,0,31,7
417694,0,25,6
417712,1,28,6
417758,0,28,6
417759,0,24,6
41780,0,20,4
418131,0,33,7
418407,1,33,7
418470,1,33,3
418539,1,40,6
418546,0,22,6
418598,1,36,7
418662,1,21,3
418717,1,34,6
418811,0,42,6
418899,1,24,9
419029,0,29,3
419107,1,39,7
41925,1,28,5
419514,1,28,6
419690,1,37,5
419764,1,26,8
420235,0,34,2
420251,1,30,2
420299,1,31,6
420304,1,34,9
420768,1,37,8
420797,0,33,5
420874,1,46,6
421100,1,25,9
421309,0,20,6
421671,0,26,9
421684,0,30,6
421769,1,26,6
422008,1,30,5
422084,0,30,8
4223,0,41,8
422422,0,36,4
422802,1,18,7
422906,0,49,6
423035,1,31,6
42313,0,32,6
423212,0,24,6
423580,0,25,4
423624,0,20,2
423702,0,59,4
423736,0,41,6
423884,1,19,6
424165,1,22,3
424202,0,31,6
424393,1,36,4
424565,1,47,8
424871,0,29,7
424996,1,34,8
425060,1,29,4
42514,1,32,8
425240,1,35,7
425337,1,46,3
425517,1,26,8
425612,0,28,2
425652,1,22,8
426006,1,29,2
426078,0,34,8
426517,1,20,7
426669,1,43,6
426799,0,45,6
426914,1,21,2
426920,1,29,6
427044,1,42,5
427052,1,48,8
427059,1,36,4
427343,1,20,5
427351,1,24,7
427353,1,38,4
427660,1,42,6
427873,1,31,6
42788,0,24,7
428010,0,46,6
428200,0,19,1
428337,0,45,2
428593,1,33,5
428642,1,28,7
428775,1,31,6
428900,0,29,9
428918,1,56,9
428928,1,49,6
428938,1,26,6
429029,0,32,8
429119,1,36,8
429163,1,19,2
429499,0,44,4
429560,1,26,2
429582,1,25,6
43005,1,26,7
430086,1,24,4
430206,0,26,6
430485,0,73,6
43065,1,31,5
430746,0,29,9
430952,0,23,7
43098,1,28,4
431053,1,53,8
431360,1,25,8
431478,1,32,3
431486,1,29,8
431507,0,39,2
431520,0,28,6
43169,1,25,1
431769,1,36,8
432062,1,30,3
432094,0,25,6
432303,0,52,6
432480,1,32,6
432517,1,40,9
432561,1,34,1
432740,1,29,5
432985,0,49,7
433218,1,30,7
433233,1,26,6
433635,0,42,7
433791,1,65,6
433955,1,48,6
434031,1,18,2
434341,1,29,5
434970,1,23,1
435326,0,25,6
435441,0,36,6
435519,0,29,3
43576,1,42,6
435829,1,26,4
435937,0,21,5
435963,1,26,7
435984,1,44,4
43635,1,31,1
436489,1,41,6
436512,1,21,5
436513,1,37,6
436705,1,25,2
436807,1,37,6
436884,0,40,6
437084,0,28,8
437133,1,31,7
437230,1,22,7
437301,0,49,9
437395,1,48,5
437472,1,25,6
437575,0,33,5
437601,1,47,7
437754,1,39,7
437844,1,40,2
437971,1,23,1
438011,0,28,8
438057,1,31,4
438409,1,28,1
438559,1,30,6
438657,1,35,5
438719,1,45,8
43873,1,19,8
438818,1,37,6
438876,1,20,5
439228,1,19,2
439254,0,18,2
43935,1,33,6
439379,1,52,6
439565,0,41,8
439726,1,20,7
439822,1,21,6
440021,1,32,7
440232,0,18,3
440259,0,32,3
440277,0,23,6
440318,1,31,6
440389,1,32,7
440903,1,47,8
441250,1,28,6
441431,1,54,2
441456,0,19,2
441490,0,46,8
441663,1,20,4
441780,1,45,4
442080,1,33,5
442092,1,34,7
442257,0,52,6
442316,1,24,4
442490,1,39,5
442539,1,33,5
442645,1,34,4
442680,1,28,6
442742,0,35,4
442806,1,36,9
442844,1,24,4
443675,1,25,6
443686,0,30,4
443751,1,55,3
443882,1,33,6
443898,1,37,8
443958,1,37,1
44406,0,29,6
444391,1,32,2
444428,1,39,6
444784,1,51,7
444899,1,19,3
445081,1,18,6
445112,1,42,4
445203,1,19,1
445248,1,37,7
445574,0,30,5
445820,1,40,6
445867,1,26,6
445874,1,23,6
445888,1,19,4
445942,1,31,6
4460,0,23,6
446233,0,19,2
446352,1,25,7
446427,0,20,7
446554,1,34,8
446600,0,43,6
447541,0,33,7
447600,1,27,7
447609,1,33,5
447868,1,36,7
447941,1,23,7
447978,0,44,4
44799,0,20,7
448019,1,43,6
448041,1,27,2
448056,1,58,3
448059,0,30,3
448142,1,43,6
448172,1,53,6
44856,1,19,1
448686,1,24,9
448928,0,29,4
449103,0,33,2
449114,0,31,7
449164,1,26,9
449857,0,37,8
450004,0,28,9
450161,1,24,7
450237,1,20,6
450351,1,37,7
45067,1,36,2
450711,1,36,6
451066,1,29,6
451098,0,38,7
451328,1,27,6
451652,1,30,6
451729,1,43,6
451730,1,53,8
451862,1,48,9
451891,1,20,5
451899,1,32,7
452125,1,41,6
452209,0,33,6
452415,1,26,9
452557,1,21,1
452771,1,43,6
452835,1,26,8
452994,0,35,5
453028,1,35,6
453034,0,23,6
45304,0,19,4
453098,1,29,6
453167,1,22,5
453209,0,22,4
453240,1,27,7
453274,0,38,4
453308,0,41,2
453347,1,20,6
453512,1,34,6
453556,1,46,6
45360,1,30,1
454040,1,50,6
454118,1,31,8
454160,1,44,7
454190,1,24,6
454315,1,41,9
454505,0,41,8
454571,1,43,4
454623,1,37,7
454774,1,30,8
454867,1,24,8
454890,0,43,6
455303,1,30,8
455307,0,43,9
455458,1,43,7
455522,1,22,3
45555,1,36,3
455688,0,36,6
455804,0,24,9
455891,1,29,3
455911,0,29,9
456109,0,31,3
456224,1,30,6
456247,0,19,6
456297,0,26,7
456501,1,31,9
456620,1,37,8
456666,1,44,6
456695,0,26,9
45672,0,42,6
456729,0,20,6
456810,0,29,7
45683,0,42,7
45684,0,26,8
457037,1,35,6
457048,0,33,6
457073,1,24,6
457231,1,22,3
457316,0,35,9
457324,1,46,5
457338,0,23,8
457375,1,26,3
457411,1,35,1
457556,1,28,6
457564,1,34,7
457663,0,22,6
457831,1,22,7
45796,1,31,5
458124,1,29,5
458145,0,26,9
458204,1,37,6
458264,1,38,6
45827,1,42,4
458271,0,43,7
458295,0,38,6
458343,1,24,7
458440,1,23,8
458495,1,22,4
458638,1,36,7
458735,0,21,1
458830,0,51,5
458969,1,32,7
458986,1,24,7
4590,1,25,6
459022,1,30,6
45904,1,32,6
459114,0,22,6
459155,1,22,1
459212,0,32,8
459298,1,44,5
459308,1,30,9
459399,0,31,6
459459,1,32,6
459617,0,23,7
459681,1,18,1
459688,0,37,8
459744,1,48,6
459805,1,40,5
460033,1,23,2
460144,1,18,2
460270,1,45,7
460323,0,26,6
460476,0,28,6
460541,0,21,6
460681,0,27,3
460992,0,49,8
461417,0,24,4
461418,1,34,4
461462,1,26,9
461512,0,21,7
461816,1,26,6
461943,1,29,2
462085,0,40,8
462166,1,26,7
462234,0,36,3
462261,1,25,7
462370,1,30,5
462405,1,45,9
46251,1,42,7
462523,1,34,6
462649,1,22,6
462816,1,32,8
462860,1,28,6
462861,0,25,7
462890,0,36,6
463014,1,18,1
463044,1,26,9
463079,0,25,7
463107,0,44,6
463112,1,23,3
463220,1,25,6
463239,1,30,5
46335,1,33,8
463401,1,52,8
463512,0,23,2
463598,0,39,5
463609,0,18,2
463611,0,32,7
463650,0,33,6
463657,0,20,2
4638,1,22,6
463873,1,32,2
464075,0,22,5
4641,1,29,7
464276,0,30,6
464332,0,36,9
464353,0,37,7
46436,0,30,4
464386,0,23,6
464545,0,27,6
464669,0,30,5
464817,0,23,8
464851,0,30,5
4649,0,22,4
465042,0,29,7
465065,1,20,3
465156,1,23,8
465206,0,38,6
465257,1,22,2
465260,0,47,7
465295,0,24,2
465311,0,29,4
465383,1,41,6
465471,1,40,6
465518,1,20,1
465521,1,26,7
465691,1,25,6
465755,1,47,6
465915,1,24,8
465938,1,21,2
465980,1,22,2
466177,1,37,7
46628,1,26,9
466704,1,34,7
466760,1,25,5
466803,0,59,7
46681,0,34,9
466925,1,23,6
466994,1,24,6
467033,1,30,1
467082,0,33,5
467107,1,34,2
467126,1,38,3
467152,1,42,3
467247,0,48,6
467255,0,25,4
467414,0,23,3
467595,0,22,6
467734,1,23,5
468087,1,21,2
468089,0,34,9
468148,1,48,6
468257,1,35,7
468281,1,22,6
468318,1,28,9
468353,1,19,8
468383,0,43,9
468448,0,29,6
468452,1,22,6
468570,0,37,7
468662,1,43,9
468676,0,25,7
468745,0,30,6
46876,1,23,2
469112,0,53,9
469145,1,21,6
4692,1,27,6
469319,1,29,6
469338,0,42,6
46945,1,36,6
469514,0,25,8
469527,0,32,4
469688,0,33,9
469708,1,44,4
469838,1,26,8
469852,1,37,6
469889,1,24,6
469906,1,30,7
469946,1,30,6
470121,1,20,7
470474,1,37,5
470543,1,27,9
470573,1,21,1
47071,0,30,8
470766,1,40,6
470772,0,49,4
470794,1,45,8
470944,1,26,8
471093,0,27,7
471117,1,22,7
471158,1,26,8
471377,1,48,7
471388,1,22,7
471558,1,44,3
471630,1,59,6
471745,1,43,8
47191,0,19,6
472060,0,19,7
472137,1,46,6
47219,0,31,5
472531,1,33,7
472812,0,41,3
472832,0,36,7
472855,0,31,7
472896,1,25,4
472939,1,20,7
472942,1,30,4
472967,1,23,6
4732,1,37,1
473228,1,27,6
473364,1,35,8
473418,1,24,6
47347,1,26,8
473717,0,31,1
473765,0,19,2
473876,1,41,6
473941,1,25,8
474004,0,25,9
47404,1,34,7
474235,0,24,6
474292,0,29,6
47454,1,21,6
474587,1,30,1
474601,1,48,8
474678,1,37,2
474745,0,28,6
474876,1,29,7
47489,1,26,7
474890,0,51,3
475060,1,42,6
47519,0,39,6
475224,1,24,6
475459,0,28,7
475716,1,45,6
47602,1,31,6
476178,0,21,7
476204,0,24,7
476274,1,26,8
476525,0,38,6
476547,0,27,6
476602,0,21,6
476684,1,22,1
476900,0,23,4
476927,0,24,5
476952,1,21,6
476976,1,31,6
477056,0,23,5
477157,0,28,9
477393,0,37,6
477524,0,23,1
477575,1,37,7
477599,0,32,7
477618,1,40,7
477700,0,29,6
47783,0,46,5
477856,1,39,7
47790,1,30,4
47791,1,28,3
478087,1,36,3
478115,1,40,9
478218,0,41,6
478312,0,27,7
478375,1,45,7
478591,1,31,3
478632,1,46,6
478674,1,34,4
478680,1,31,5
478684,0,26,7
478757,0,31,8
4788,1,18,1
478927,1,24,3
479069,1,27,2
479083,1,30,7
479150,0,26,8
47923,1,54,8
47928,1,45,8
479356,1,19,3
479659,1,37,7
479852,0,18,5
479872,1,28,6
479893,1,30,6
479912,1,38,5
480065,0,25,8
480085,1,27,8
480086,1,26,6
480493,0,30,6
480563,1,31,8
480601,1,29,5
480740,1,21,2
480762,1,20,1
480778,0,24,6
480877,1,30,6
480918,0,51,3
481081,0,21,6
481245,1,24,3
481350,1,45,4
481354,1,34,5
481367,1,25,5
481525,1,38,8
481557,1,27,6
481810,1,27,6
481863,1,20,1
481875,0,20,1
48188,0,30,6
481902,0,31,5
481932,1,28,8
481989,1,25,9
482311,1,23,5
482370,1,32,6
48246,0,32,7
482826,0,32,7
482971,1,28,3
483177,0,40,6
483316,0,26,6
483383,1,41,7
483443,1,43,6
483613,1,25,9
483668,1,28,2
483676,0,31,6
483737,1,29,2
483758,0,30,5
483768,1,19,4
483889,1,30,5
48398,1,53,7
484238,1,33,5
484379,0,20,7
484384,0,45,6
484505,1,65,5
484514,0,28,6
484813,1,21,3
484853,1,19,6
485002,1,43,6
485126,0,43,7
485129,0,19,2
485161,0,29,7
485238,1,28,6
485285,0,23,7
485336,0,31,6
485337,1,20,5
485409,0,36,9
48543,0,43,7
485525,1,34,1
485602,1,22,5
485655,0,22,5
485725,0,39,4
48593,1,36,4
486029,0,26,9
486118,1,23,5
48629,0,38,2
48633,0,26,1
48647,0,19,8
486599,1,45,7
486733,0,22,6
486909,0,36,3
486961,1,36,1
487038,1,20,1
487099,0,23,6
487203,1,28,7
487280,0,20,6
487327,1,30,6
487445,1,19,2
487469,1,47,4
487570,1,29,6
487734,0,34,7
487878,1,21,4
487883,1,22,2
487965,1,38,6
487992,1,24,3
48803,0,31,3
488035,1,29,6
488065,0,22,4
488082,1,21,6
488091,0,25,7
488131,1,32,1
488463,1,20,1
488486,1,33,9
488491,0,35,8
488558,1,19,5
488590,0,37,8
488627,1,22,4
488799,0,41,7
488900,0,46,7
48900,1,40,8
489003,0,24,7
489042,0,18,8
489124,1,34,3
489311,1,38,6
489354,0,47,7
489468,0,23,8
48961,1,41,2
489848,1,47,4
489941,0,29,2
490039,1,25,6
490079,1,33,1
490137,1,18,1
490180,1,20,3
490373,1,22,6
490378,1,27,8
490685,1,24,6
490730,1,30,7
490781,1,24,6
490789,0,20,2
490984,1,32,8
490985,1,28,8
491047,0,22,6
491088,1,34,6
491137,0,36,8
491229,0,19,6
491270,0,34,8
491284,1,39,6
491691,0,24,6
491732,0,28,6
491814,0,36,9
491964,1,23,4
491993,0,30,8
492070,1,23,4
492129,1,40,8
492269,1,31,4
492274,0,30,6
492308,1,29,9
492409,0,22,6
492447,0,30,3
492532,1,20,8
492553,0,27,9
492646,1,22,7
492650,1,25,4
492681,1,46,6
492809,1,19,5
492832,1,29,4
493055,0,28,3
493078,0,24,6
493275,1,27,7
493443,1,27,1
493528,1,42,6
493531,0,23,5
493557,0,24,7
493651,0,24,8
493826,1,22,7
493837,1,23,7
493875,0,30,2
494002,1,19,6
494132,1,36,9
494243,0,32,6
494280,1,29,1
494285,0,26,8
49443,0,50,4
49454,1,36,7
494577,1,35,6
494786,1,25,7
494801,1,47,8
494865,0,18,7
495140,0,22,7
495471,1,61,6
495549,1,24,7
495555,1,39,6
49579,1,48,7
496080,1,19,2
496141,1,20,2
496322,0,25,8
496377,0,24,2
496383,1,28,4
496390,1,30,3
496405,1,27,6
496490,1,22,1
49657,0,29,6
4968,1,37,7
496833,1,31,2
496992,1,24,4
497003,1,35,2
497178,0,44,7
497223,1,30,5
497322,1,38,2
497326,1,37,7
497327,0,36,8
497577,1,21,3
497827,1,28,6
497975,1,29,6
498027,0,21,6
498199,1,31,6
498237,1,38,5
498329,0,47,4
498569,1,39,5
498675,1,50,3
498811,1,27,6
498936,1,58,8
49897,0,32,4
499298,0,29,6
499374,1,30,8
499458,1,38,4
499596,1,31,7
499624,1,19,8
499625,1,40,4
499667,0,50,7
499831,0,29,4
499966,0,36,3
500127,0,20,3
500200,1,45,6
500204,0,19,3
500304,0,49,4
500505,0,48,9
500569,1,22,7
500629,0,32,8
500666,1,20,3
500767,0,41,7
500791,0,28,6
500822,0,23,8
500933,1,31,6
501011,0,29,3
501044,1,43,6
501241,1,24,6
50149,1,46,7
501546,0,22,7
501768,0,23,7
501788,1,37,7
501821,0,28,7
50184,0,45,8
501962,1,30,2
502048,1,41,8
502092,1,30,8
502134,1,35,6
50214,1,47,2
502289,0,34,6
502342,1,39,5
502423,1,21,4
502496,0,29,7
502741,1,24,6
503085,0,30,8
503142,0,28,8
503318,0,43,6
503402,0,37,8
503564,0,41,7
504126,0,24,5
504144,1,32,8
504153,0,48,7
504272,1,54,7
504292,1,26,2
504338,1,41,7
504431,1,26,4
504446,1,20,3
504539,1,43,7
504995,1,40,8
505093,1,33,2
505162,1,36,7
505423,1,28,3
505441,0,48,9
505616,0,20,6
50570,1,26,2
505713,1,26,9
505768,0,20,2
505868,1,45,6
505976,0,26,7
506002,0,35,6
506303,1,22,7
506422,1,28,9
506475,0,24,3
506815,1,40,6
50694,1,43,7
507006,1,26,3
507244,0,44,7
5074,1,58,7
507435,1,19,2
507608,1,22,3
507653,0,49,7
507711,0,21,7
508086,1,38,4
508212,0,32,8
508227,1,18,1
508277,0,40,6
508366,0,51,7
508385,0,30,4
508437,0,39,6
508581,0,24,2
508598,1,31,7
